date,headline
2021-05-01,"Stefanik fends off challenge, replaces Cheney in GOP leadership"
2021-05-01,"Red-state Republicans to ignore voters, reject Medicaid expansion"
2021-05-01,GOP's Doug Lamborn faces dramatic lawsuit from former staffer
2021-05-01,Israel causes American sports stars like Kyrie Irving to break their silence. Here's why it's taken years.
2021-05-01,Group quietly boasts about crafting GOP's voter-suppression bills
2021-05-01,Ohio's $1 million Covid vaccine lottery is bribery at its best
2021-05-01,"Transcript: The 11th Hour with Brian Williams, 5/13/21"
2021-05-01,"Transcript: The Last Word with Lawrence O'Donnell, 5/13/21"
2021-05-01,"Transcript: The Rachel Maddow Show, 5/13/21"
2021-05-01,"Transcript: All In with Chris Hayes, 5/13/21"
2021-05-01,"Transcript: The ReidOut, 5/13/21"
2021-05-01,"Transcript: The Beat with Ari Melber, 5/13/21"
2021-05-01,"Thursday's Mini-Report, 5.13.21"
2021-05-01,The Atlanta spa shooter shouldn't face the death penalty for a hate crime
2021-05-01,Why the deal for testimony from Trump's White House counsel matters
2021-05-01,"Matt Gaetz's 'wingman' to plead guilty, cooperate with prosecutors"
2021-05-01,Will Liz Cheney's would-be successor face a Republican rival?
2021-05-01,"Thursday's Campaign Round-Up, 5.13.21"
2021-05-01,Colonial Pipeline hack gas shortage warns of worse future cyberattacks
2021-05-01,"Unemployment claims improve sharply, drop to pandemic-era low"
2021-05-01,Why House Republicans quietly rejected a bipartisan drug bill
2021-05-01,"Group of former GOP officials demand reforms, threaten 3rd party"
2021-05-01,The Republicans' 'red line' puts infrastructure deal in doubt
2021-05-01,How barbers are looking out for their clients this Mental Health Awareness Month.
2021-05-01,GOP's McCarthy pretends his party accepts Biden's election victory
2021-05-01,Why it matters that some Republicans see Jan. 6 rioters as victims
2021-05-01,GOP lies about Jan. 6 are getting bolder — and more dangerous
2021-05-01,"Transcript: The 11th Hour with Brian Williams, 5/12/21"
2021-05-01,Full transcript: MSNBC's Lawrence O'Donnell interviews Joe Biden
2021-05-01,Black women will be a force to be reckoned with in the 2022 midterm elections
2021-05-01,"Transcript: The Last Word with Lawrence O'Donnell, 5/12/21"
2021-05-01,"Transcript: The Rachel Maddow Show, 5/12/21"
2021-05-01,Mika Brzezinski: How to ask your boss for more flexibility amid Covid-19 return to work
2021-05-01,"Transcript: All In with Chris Hayes, 5/12/21"
2021-05-01,"Transcript: The ReidOut, 5/12/21"
2021-05-01,"Transcript: The Beat with Ari Melber, 5/12/21"
2021-05-01,Why Kirsten Gillibrand and Joni Ernst's push to curb military sexual assault is a breakthrough
2021-05-01,"Wednesday's Mini-Report, 5.12.21"
2021-05-01,America has Covid vaccine questions. Biden owes us answers.
2021-05-01,'It is not surprising for a party that has lost its way'
2021-05-01,Liz Cheney removal vote gives her time to take on Trump
2021-05-01,"Wednesday's Campaign Round-Up, 5.12.21"
2021-05-01,Transcript: Lessons on warrant reform from Ferguson
2021-05-01,"GOP tolerates plenty of scandal-plagued members, but not Cheney"
2021-05-01,Liz Cheney and other anti-Trump Republican dissenters need a new argument
2021-05-01,The purge is complete: Republicans oust Cheney from leadership post
2021-05-01,The voter-suppression efforts Republicans pretend not to notice
2021-05-01,"Targeting Fauci, Rand Paul refuses to quit while he's behind"
2021-05-01,"Cheney stands defiant, urges GOP to reject Trump's election lies"
2021-05-01,"Liz Cheney, Elise Stefanik, and the GOP's ruthless violation of the woman code"
2021-05-01,Ted Cruz sure is projecting a lot onto the Democrats' voting rights bill
2021-05-01,"Transcript: The 11th Hour with Brian Williams, 5/11/21"
2021-05-01,"Transcript: The Last Word with Lawrence O'Donnell, 5/11/21"
2021-05-01,"Transcript: The Rachel Maddow Show, 5/11/21"
2021-05-01,"Transcript: All In with Chris Hayes, 5/11/21"
2021-05-01,"Transcript: The ReidOut, 5/11/21"
2021-05-01,"Transcript: The Beat with Ari Melber, 5/11/21"
2021-05-01,"Tuesday's Mini-Report, 5.11.21"
2021-05-01,Bob Baffert says Derby horse Medina Spirit was 'cancelled.' Here's what he really means.
2021-05-01,NRA suffers a big defeat as judge denies bankruptcy claim
2021-05-01,Looking for a promotion? Start with these proven strategies
2021-05-01,Republican member on Kevin McCarthy: 'I'd be worried if I was him'
2021-05-01,"Tuesday's Campaign Round-Up, 5.11.21"
2021-05-01,Biden's ACA special enrollment period reaches 1 million Americans
2021-05-01,What's Trump's endgame in his crusade against the election results?
2021-05-01,"Stefanik, Cheney's would-be successor, hedges on Biden's victory"
2021-05-01,A messy Republican nominating process (sort of) ends in Virginia
2021-05-01,Kevin McCarthy makes weak case against Liz Cheney to House GOP
2021-05-01,The latest Israel-Palestine crisis isn't a 'real estate dispute.' It's ethnic cleansing.
2021-05-01,Showtime's 'Ziwe' lacks the Instagram live show's radical humor
2021-05-01,"Transcript: The 11th Hour with Brian Williams, 5/10/21"
2021-05-01,"Transcript: The Last Word with Lawrence O'Donnell, 5/10/21"
2021-05-01,"Transcript: The Rachel Maddow Show, 5/10/21"
2021-05-01,"Transcript: All In with Chris Hayes, 5/10/21"
2021-05-01,"Transcript: The ReidOut, 5/10/21"
2021-05-01,"Transcript: The Beat with Ari Melber, 5/10/21"
2021-05-01,"Monday's Mini-Report, 5.10.21"
2021-05-01,"'Vagina Bible' author Dr. Jen Gunter talks menopause, soy and hot flashes"
2021-05-01,Leveling Up: Top strategies for cultivating better professional relationships
2021-05-01,GOP rep on his own party: 'It's basically like we're the Titanic'
2021-05-01,"Monday's Campaign Round-Up, 5.10.21"
2021-05-01,Biden enjoys levels of support his predecessor never reached
2021-05-01,Republicans take steps to hide discouraging polls about Trump
2021-05-01,Arizona Republican: Election audit 'makes us look like idiots'
2021-05-01,Ohio GOP calls for one of its own to resign after anti-Trump vote
2021-05-01,Ron Johnson stoops lower with misguided anti-vaccine 'questions'
2021-05-01,Police indictments in George Floyd murder case show America's broken cop culture
2021-05-01,How Trump's Twitter ban is helping the GOP ditch Liz Cheney
2021-05-01,Happy Mother's Day to the women who turned their grief into political action
2021-05-01,This mom is turning grief into action after her toddler died from swallowing a button battery
2021-05-01,Why Covid makes Mother's Day extremely hard for so many of us
2021-05-01,Florida has a new restrictive voting bill. Here's how to stop more like it.
2021-05-01,"Transcript: The 11th Hour with Brian Williams, 5/7/21"
2021-05-01,"Transcript: The Last Word with Lawrence O'Donnell, 5/7/21"
2021-05-01,"Transcript: The Rachel Maddow Show, 5/7/21"
2021-05-01,"Transcript: All In with Chris Hayes, 5/7/21"
2021-05-01,"Transcript: The ReidOut, 5/7/21"
2021-05-01,"Transcript: The Beat with Ari Melber, 5/7/21"
2021-05-01,"Friday's Mini-Report, 5.7.21"
2021-05-01,How these three unsung Black mothers indelibly shaped the civil rights movement
2021-05-01,Judge Amy Berman Jackson's Barr rebuke opens the door to DOJ accountability
2021-05-01,FEC targets Team Trump favorite: Pre-checked fundraising boxes
2021-05-01,"This Mother's Day, we owe it to Black moms to finally address the maternal healthcare crisis"
2021-05-01,Why the right is panning Biden's 'Day of Prayer' proclamation
2021-05-01,"Friday's Campaign Round-Up, 5.7.21"
2021-05-01,"For Lindsey Graham, allegiance to Trump is entirely transactional"
2021-05-01,Why Bill and Melinda Gates' divorce is literally your business
2021-05-01,"GOP starts to pay a price for opposing, then promoting, relief bill"
2021-05-01,From undocumented to unstoppable: How the RIGHT rules set me free
2021-05-01,Republicans shield Trump from consequences in Stormy Daniels case
2021-05-01,"Job growth in April falls short, jolts debate over Biden's plans"
2021-05-01,Liz Cheney's would-be successor makes a misguided pitch to the GOP
2021-05-01,Why a Black 'Superman' movie could be bigger than 'Black Panther'
2021-05-01,Biden's obstacles are missed opportunities for Republicans
2021-05-01,"Transcript: The 11th Hour with Brian Williams, 5/6/21"
2021-05-01,"Transcript: The Last Word with Lawrence O'Donnell, 5/6/21"
2021-05-01,"Transcript: The Rachel Maddow Show, 5/6/21"
2021-05-01,"Transcript: All In with Chris Hayes, 5/6/21"
2021-05-01,"Transcript: The ReidOut, 5/6/21"
2021-05-01,"Transcript: The Beat with Ari Melber, 5/6/21"
2021-05-01,"Thursday's Mini-Report, 5.6.21"
2021-05-01,McConnell dodged Liz Cheney drama — but helped Biden
2021-05-01,Biden's ACA special enrollment period continues to pay off
2021-05-01,"Thursday's Campaign Round-Up, 5.6.21"
2021-05-01,Justice Dept takes an interest in Arizona's bonkers election 'audit'
2021-05-01,Why Florida Republicans' new voter-suppression law matters
2021-05-01,"After being violently attacked, fashion CEO Lisa Sun learned the power of allyship"
2021-05-01,"As economy recovers, unemployment claims dip below key threshold"
2021-05-01,"With her party turning on her, Cheney makes her pitch to the GOP"
2021-05-01,Why Mitch McConnell's candor about his '100% focus' matters
2021-05-01,Lessons on warrant reform from Ferguson.
2021-05-01,Why 'woke' and 'critical race theory' are the GOP's new favorite words
2021-05-01,McConnell's Republican Senate posse picks up where Trump left off — in schools
2021-05-01,"Transcript: The 11th Hour with Brian Williams, 5/5/21"
2021-05-01,"Transcript: The Last Word with Lawrence O'Donnell, 5/5/21"
2021-05-01,"Transcript: The Rachel Maddow Show, 5/5/21"
2021-05-01,"5 tips for negotiating effectively, straight from the KYV Clubhouse"
2021-05-01,"Transcript: All In with Chris Hayes, 5/5/21"
2021-05-01,"Facebook's Trump ban stands, but Oversight Board decision opens door to return"
2021-05-01,"Transcript: The ReidOut, 5/5/21"
2021-05-01,"Transcript: The Beat with Ari Melber, 5/5/21"
2021-05-01,"Wednesday's Mini-Report, 5.5.21"
2021-05-01,Federal judge slams former AG Bill Barr over 'disingenuous' claims
2021-05-01,Blake Bailey upheld Philip Roth's legacy in the worst way
2021-05-01,"Four months after the Capitol riot, Josh Hawley has no regrets"
2021-05-01,"Wednesday's Campaign Round-Up, 5.5.21"
2021-05-01,DeSantis sparks questions with Florida's upcoming special election
2021-05-01,Why the new decision on Trump's future on Facebook matters
2021-05-01,Tennessee Republican badly misstates the three-fifths compromise
2021-05-01,Why Trump's new tech 'platform' is so hilariously underwhelming
2021-05-01,"On hot mic, McCarthy shares candid perspective on Cheney, her future"
2021-05-01,Why securing equal pay for moms is the 'unfinished business of the women's movement'
2021-05-01,The military and police have to get Covid-19 vaccinations to keep us safe
2021-05-01,Stephen Miller's 'America First Legal' wants courts to endorse white supremacy
2021-05-01,"Transcript: The 11th Hour with Brian Williams, 5/4/21"
2021-05-01,"Transcript: The Last Word with Lawrence O'Donnell, 5/4/21"
2021-05-01,"Transcript: The Rachel Maddow Show, 5/4/21"
2021-05-01,Women in charge: Heineken USA's CEO Maggie Timoney
2021-05-01,"Transcript: All In with Chris Hayes, 5/4/21"
2021-05-01,"Transcript: The ReidOut, 5/4/21"
2021-05-01,"Transcript: The Beat with Ari Melber, 5/4/21"
2021-05-01,"Tuesday's Mini-Report, 5.4.21"
2021-05-01,Transcript: Biden's first 100 days are up. How do Black voters rate him so far?
2021-05-01,Democrats eye a creative approach to passing immigration reform
2021-05-01,Trump's Supreme Court threatens abortion rights for a lifetime to come
2021-05-01,"Tuesday's Campaign Round-Up, 5.4.21"
2021-05-01,Why Charlie Crist's new gubernatorial campaign in Florida matters
2021-05-01,Trump voter in Pennsylvania convicted of voter fraud
2021-05-01,'The Big Lie' is not a phrase in need of a new definition
2021-05-01,McCarthy joins other Republicans touting relief package he opposed
2021-05-01,"Liz Cheney puts her career on the line, pokes the Trumpian bear"
2021-05-01,How Democrats can get a voting rights bill through the Senate
2021-05-01,Facebook keeps banning QAnon and hate speech. It won't ever work.
2021-05-01,"Transcript: The 11th Hour with Brian Williams, 5/3/21"
2021-05-01,"Transcript: The Last Word with Lawrence O'Donnell, 5/3/21"
2021-05-01,"Transcript: The Rachel Maddow Show, 5/3/21"
2021-05-01,"Transcript: All In with Chris Hayes, 5/3/21"
2021-05-01,"Transcript: The ReidOut, 5/3/21"
2021-05-01,"Transcript: The Beat with Ari Melber, 5/3/21"
2021-05-01,"Monday's Mini-Report, 5.3.21"
2021-05-01,How Gold House is getting more Asians into the C-Suite
2021-05-01,The FBI didn't brief Giuliani about Russian disinformation. That's bad for him.
2021-05-01,Leveling Up: 4 ways to bring out the best in others
2021-05-01,Why it matters that McConnell refuses to touch Trump-era tax cuts
2021-05-01,'Equal Value': A new series that gives women's stories the visibility they deserve
2021-05-01,"Monday's Campaign Round-Up, 5.3.21"
2021-05-01,"GOP falsely says Biden pushing mandatory pre-K, community college"
2021-05-01,The 'unofficial litmus test' in today's GOP: Embracing the Big Lie
2021-05-01,Polls: Most Republicans still don't see Biden's win as legitimate
2021-05-01,Why Biden hasn't seen a Tea Party-style backlash (so far)
2021-05-01,Why the GOP's case against the American Families Plan is so weak
2021-05-01,Why Trump's latest rhetoric about Arizona's election 'audit' matters
2021-05-01,Why Newsmax apologized rather than face a defamation lawsuit
2021-05-01,India's Modi made all of Trump's Covid mistakes but on a much bigger scale
2021-05-01,The Tea Party's silence on Biden highlights Trump's lasting impact
2021-05-01,Republicans say court packing is 'unconstitutional.' They're wrong.
2021-05-01,"It's NFL Draft day three. As a football fan, I'm glad it's over."
2021-05-01,"Transcript: The 11th Hour with Brian Williams, 4/30/21"
2021-05-01,"Transcript: The Last Word with Lawrence O'Donnell, 4/30/21"
2021-05-01,"Transcript: The Rachel Maddow Show, 4/30/21"
2021-05-01,"Transcript: All In with Chris Hayes, 4/30/21"
2021-06-01,"Transcript: The ReidOut, 6/30/21"
2021-06-01,"Transcript: The Beat with Ari Melber, 6/30/21"
2021-06-01,"Wednesday's Mini-Report, 6.30.21"
2021-06-01,"House launches special Jan. 6 probe, ignoring GOP opposition"
2021-06-01,Why Trump can't stop directing his tantrums at other Republicans
2021-06-01,"Wednesday's Campaign Round-Up, 6.30.21"
2021-06-01,Republicans balk at bill to protect federal independent watchdogs
2021-06-01,Tracking the UFOs with Gideon Lewis-Kraus: podcast and transcript
2021-06-01,"Lacking a policy agenda, GOP's McCarthy unveils 'task forces'"
2021-06-01,Transcript: A Black officer and an activist's honest conversation about police reform
2021-06-01,"Congress scrambles to help Afghan allies, shrugging off GOP opponents"
2021-06-01,Is a GOP megadonor funding a National Guard border deployment?
2021-06-01,Why the vote to remove Confederate statues from the Capitol matters
2021-06-01,Supreme Court Justice Clarence Thomas's marijuana statement isn't about marijuana
2021-06-01,Seattle's heat wave makes our climate change catch-22 obvious
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/29/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/29/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/29/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/29/21"
2021-06-01,"Transcript: The ReidOut, 6/29/21"
2021-06-01,"Transcript: The Beat with Ari Melber, 6/29/21"
2021-06-01,"Tuesday's Mini-Report, 6.29.21"
2021-06-01,Facebook's FTC court victory saves Instagram — but not Big Tech
2021-06-01,Republicans hedge on participating in congressional Jan. 6 probe
2021-06-01,Pride Month 2021: LGBTQ women in arts and entertainment who are paying it forward
2021-06-01,"Tuesday's Campaign Round-Up, 6.29.21"
2021-06-01,"As climate crisis intensifies, (some) Republicans take an interest"
2021-06-01,"In the aftermath of Covid-19, Gen Z women are re-evaluating their careers"
2021-06-01,Arizona's Gosar pushes his luck with white nationalist connection
2021-06-01,Ron Johnson won't curtail his reckless rhetoric on vaccines
2021-06-01,"Despite his 'rehabilitation tour,' Barr can't escape his record"
2021-06-01,"Fearing charges, Trump Org attorneys meet with prosecutors"
2021-06-01,Biden's defense of new airstrikes in Iraq and Syria is weak
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/28/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/28/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/28/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/28/21"
2021-06-01,"Transcript: The ReidOut, 6/28/21"
2021-06-01,"Transcript: The Beat with Ari Melber, 6/28/21"
2021-06-01,Britney Spears' conservatorship and America's fight for disability rights
2021-06-01,"Monday's Mini-Report, 6.28.21"
2021-06-01,Toyota stands out with contributions to anti-election Republicans
2021-06-01,"Monday's Campaign Round-Up, 6.28.21"
2021-06-01,Angels no more: Can Victoria's Secret rebrand from unattainable sexy to empowering?
2021-06-01,Arizona Republicans strip power from Democratic Sec. of State
2021-06-01,McConnell acts as if he can call the shots on infrastructure
2021-06-01,Senate Dems make a little history with judicial confirmations
2021-06-01,Barr takes new steps to discredit election conspiracy theories
2021-06-01,"While undermining democracy, Trump falsely claims he's saving it"
2021-06-01,GOP's 'critical race theory' astroturfing is the new tea party
2021-06-01,Rudy Giuliani's law license suspension likely won't teach him much
2021-06-01,Is Pride 2021 forgetting its anti-police violence roots?
2021-06-01,Britney Spears' testimony validated #FreeBritney — and condemned the 2000s
2021-06-01,Why DOJ's Georgia election lawsuit is a warning shot to SCOTUS
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/25/21"
2021-06-01,Poll: What do you think about corporations capitalizing on Pride Month?
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/25/21"
2021-06-01,Do you think Britney Spears will be freed from her conservatorship?
2021-06-01,"Transcript: The Rachel Maddow Show, 6/25/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/25/21"
2021-06-01,"Transcript: The ReidOut, 6/25/21"
2021-06-01,Michigan GOP shoot down Trump's big election lie — sort of
2021-06-01,"Transcript: The Beat with Ari Melber, 6/25/21"
2021-06-01,"Friday's Mini-Report, 6.25.21"
2021-06-01,"This Pride Month, LGBTQ people deserve gay rights, not a temporary logo"
2021-06-01,Icon Rebecca Minkoff's advice for pandemic-fatigued women? Stop asking for permission
2021-06-01,How I went from elite gymnast to global brand president of Levi's
2021-06-01,Justice Dept takes aim at Georgia GOP's voter-suppression law
2021-06-01,Derek Chauvin's new trial ask was denied. Now comes sentencing.
2021-06-01,"Friday's Campaign Round-Up, 6.25.21"
2021-06-01,Republican leaders advise members to 'lean into the culture war'
2021-06-01,Many managers lack confidence and empathy. Here's how to cultivate both.
2021-06-01,Why Graham is rejecting a bipartisan deal he helped negotiate
2021-06-01,Pence: Overturning election results would've been 'un-American'
2021-06-01,'Pressure is building' to scrap Congress' summer break
2021-06-01,"Infrastructure deal is the start, not the end, of a tough process"
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/24/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/24/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/24/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/24/21"
2021-06-01,"Transcript: The ReidOut, 6/24/21"
2021-06-01,"Transcript: The Beat with Ari Melber, 6/24/21"
2021-06-01,"Thursday's Mini-Report, 6.24.21"
2021-06-01,Court suspends Giuliani's law license over bogus fraud claims
2021-06-01,Trump asking if DOJ could investigate 'SNL' was a dictator move
2021-06-01,Pelosi announces Select Committee to investigate Jan. 6 attack
2021-06-01,Britney Spears' IUD testimony was disturbing — and connects to a larger societal pattern
2021-06-01,"Thursday's Campaign Round-Up, 6.24.21"
2021-06-01,Why Feinstein's skepticism about filibuster reform is so flawed
2021-06-01,Another GOP voter accused of casting a ballot for a dead relative
2021-06-01,A Black officer and an activist's honest conversation about police reform
2021-06-01,White House denounces the idea of a 'Ford F-150 tax'
2021-06-01,Why Ron DeSantis' new anti-'indoctrination' scheme is so absurd
2021-06-01,Michigan GOP shreds Trump's 2020 theories (but there's a catch)
2021-06-01,Supreme Court's swearing cheerleader case is a win for students — but questions remain
2021-06-01,U.N. climate change report vindicates Biden's climate infrastructure plan
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/23/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/23/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/23/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/23/21"
2021-06-01,"Transcript: The ReidOut, 6/23/21"
2021-06-01,Carl Nassib just became the only openly gay active NFL player. He won't be for long.
2021-06-01,"Transcript: The Beat with Ari Melber, 6/23/21"
2021-06-01,"Wednesday's Mini-Report, 6.23.21"
2021-06-01,Educating the internet with Natalie Wynn: podcast and transcript
2021-06-01,"Transcript: This Juneteenth, Washington, D.C. residents say there's no freedom without statehood"
2021-06-01,'Something needs to change': Conventional wisdom on filibusters shifts
2021-06-01,"Wednesday's Campaign Round-Up, 6.23.21"
2021-06-01,Trump hired Ivanka and Jared Kushner. Time for Biden to reverse the trend.
2021-06-01,Did Trump press the Justice Dept to push back against comedians?
2021-06-01,GOP's Susan Collins balks at ATF nominee for the wrong reason
2021-06-01,"On cocaine policy, Cotton has the right question but wrong answer"
2021-06-01,"How this ex-sales exec found a wildly successful, second career in hypnotherapy"
2021-06-01,'This fight is far from over': Dems eye next steps on voting rights
2021-06-01,What McConnell considers 'the biggest lie' in American politics
2021-06-01,New York mayoral primary election was absolutely perfect chaos
2021-06-01,The GOP filibuster of the For the People Act shows they're afraid to debate voting rights
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/22/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/22/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/22/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/22/21"
2021-06-01,America's Catholic bishops are trying to punish Biden for his stance on abortion
2021-06-01,"Transcript: The ReidOut, 6/22/21"
2021-06-01,"Transcript: The Beat with Ari Melber, 6/22/21"
2021-06-01,"Tuesday's Mini-Report, 6.22.21"
2021-06-01,How America's Covid guidance is a threat to children
2021-06-01,What to expect as the Senate takes up voting rights reforms
2021-06-01,"Tuesday's Campaign Round-Up, 6.22.21"
2021-06-01,Catholic bishops take a provocative shot in Biden's direction
2021-06-01,GOP chatter about possibly electing Trump as House Speaker grows
2021-06-01,White House relies on math to push back against new gas taxes
2021-06-01,Why Trump's latest rhetorical shot at Mike Pence matters
2021-06-01,Why Republican talking points on gas prices are so embarrassing
2021-06-01,The right-wing freakout about 'critical race theory' began in the 1960s
2021-06-01,Chris Jones' Arkansas campaign ad shows how extraordinary Black politicians must be
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/21/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/21/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/21/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/21/21"
2021-06-01,"Transcript: The ReidOut, 6/21/21"
2021-06-01,"Transcript: The Beat with Ari Melber, 6/21/21"
2021-06-01,"Monday's Mini-Report, 6.21.21"
2021-06-01,Why Tucker Carlson is blaming the FBI for the Capitol riot
2021-06-01,Women who inspire: LGBTQ+ founders leading in beauty and fashion
2021-06-01,"Even now, most GOP voters still reject legitimacy of Biden's win"
2021-06-01,"Monday's Campaign Round-Up, 6.21.21"
2021-06-01,2021 NCAA final pits Gonzaga vs. Baylor. But all unpaid athletes lose in the end.
2021-06-01,"GOP backs away from 'insurrection' label, despite using it before"
2021-06-01,Sinema's case against the filibuster isn't getting any better
2021-06-01,Women are bearing the brunt of the student debt crisis ⁠— Covid-19 made it worse
2021-06-01,Dems eye new plan to circumvent Republicans on Medicaid expansion
2021-06-01,Biden taps another official who'd been targeted by Team Trump
2021-06-01,Why the new 'controversy' over Ukraine aid isn't controversial at all
2021-06-01,How Arizona's 2020 election 'audit' went from comedy to tragedy
2021-06-01,"Happy Father's Day to America's scared, excited, unorthodox dads"
2021-06-01,Ted Cruz's erroneous definition of critical race theory explains white America
2021-06-01,Chrissy Teigen and John Legend's cyberbullying saga reminds us none of us are innocent
2021-06-01,Juneteenth is an opportunity for America to reckon with its racial wealth gap
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/18/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/18/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/18/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/18/21"
2021-06-01,"Transcript: The ReidOut, 6/18/21"
2021-06-01,"Transcript: The Beat with Ari Melber, 6/18/21"
2021-06-01,"Friday's Mini-Report, 6.18.21"
2021-06-01,American Samoans are the latest victims of these ignorant Supreme Court rulings
2021-06-01,Justice Dept reminds red state it can't ignore federal gun laws
2021-06-01,"Friday's Campaign Round-Up, 6.18.21"
2021-06-01,The Supreme Court says LGBTQ rights are less important than 'religious freedom'
2021-06-01,Meet the only dancer over 50 who auditioned for — and got cast in —  'In the Heights'
2021-06-01,The right rediscovers its admiration for Vladimir Putin
2021-06-01,"In the wake of the Supreme Court ruling, what's next for the ACA?"
2021-06-01,Driving a wedge between House Republicans and law enforcement
2021-06-01,"As Dems run short on time, why not scrap the August break?"
2021-06-01,Why it matters that the GOP rejected Manchin's voting rights offer
2021-06-01,Chuck Schumer's two-track infrastructure plan is a multitrillion-dollar wager
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/17/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/17/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/17/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/17/21"
2021-06-01,"Transcript: The ReidOut, 6/17/21"
2021-06-01,"Transcript: The Beat with Ari Melber, 6/17/21"
2021-06-01,"Thursday's Mini-Report, 6.17.21"
2021-06-01,Why the GOP wants Stacey Abrams as the face of Joe Manchin's election compromise
2021-06-01,"Juneteenth becomes national holiday, brushes off GOP opponents"
2021-06-01,"The Supreme Court saved Obamacare, but it's only part of the battle"
2021-06-01,Fla. Republican reportedly eyed 'hit squad' for congressional rival
2021-06-01,"Thursday's Campaign Round-Up, 6.17.21"
2021-06-01,Supreme Court sides with Catholic charity in anti-discrimination case
2021-06-01,Can I ask my co-workers if they've been vaccinated?
2021-06-01,Affordable Care Act survives Supreme Court challenge (again)
2021-06-01,What Joe Biden's snap at a CNN reporter in Geneva really revealed
2021-06-01,"This Juneteenth, Washington, D.C. residents say there's no freedom without statehood"
2021-06-01,An unintended problem with the GOP's new Jan. 6 conspiracy theory
2021-06-01,Ernst: Dems governing on their own risks making the GOP 'upset'
2021-06-01,Joe Manchin jolts voting rights debate with new compromise pitch
2021-06-01,Texas' ban on critical race theory in schools proves the GOP still doesn't understand MLK's message
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/16/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/16/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/16/21"
2021-06-01,"The FBI says the Capitol riot was 'terrorism.' Democrats (and Republicans) should, too."
2021-06-01,"Transcript: All In with Chris Hayes, 6/16/21"
2021-06-01,"Transcript: The ReidOut, 6/16/21"
2021-06-01,"Transcript: The Beat with Ari Melber, 6/16/21"
2021-06-01,"Wednesday's Mini-Report, 6.16.21"
2021-06-01,Biden's new domestic terrorism strategy is missing a big piece
2021-06-01,House GOP's Stefanik tries to defend Trump's DOJ subpoenas scandal
2021-06-01,Fighting back the virus with Andy Slavitt: podcast and transcript
2021-06-01,"Wednesday's Campaign Round-Up, 6.16.21"
2021-06-01,Why it matters that Republicans keep flocking to Arizona's 'audit'
2021-06-01,"As pandemic claims 600,000 lives in US, talk of a commission grows"
2021-06-01,Two-thirds of Americans believe Juneteenth should be a paid holiday — some employers are finally listening
2021-06-01,"This is how Black women can be seen, heard and promoted at work"
2021-06-01,GOP leader vows to make Joe Biden a 'half-term president'
2021-06-01,"Defying irony, GOP alleges White House 'weakness' toward Russia"
2021-06-01,Why 21 House Republicans balked at medals for Capitol police
2021-06-01,It wasn't just Trump — every U.S. president has gotten Putin wrong
2021-06-01,New Trump emails show his election bullying reached DOJ's leaders
2021-06-01,"Transcript: The 11th Hour with Brian Williams, 6/15/21"
2021-06-01,"Transcript: The Last Word with Lawrence O'Donnell, 6/15/21"
2021-06-01,"Transcript: The Rachel Maddow Show, 6/15/21"
2021-06-01,"Transcript: All In with Chris Hayes, 6/15/21"
