date,headline
2022-10-01,The nefarious ‘cabals’ that only Marsha Blackburn can see
2022-10-01,"In Kari Lake and Tudor Dixon, the GOP offers a cynical alternative to Trump"
2022-10-01,"After election, McCarthy to push GOP economic hostage crisis"
2022-10-01,Evan McMullin's Senate bid might signal a dangerous new trend
2022-10-01,"Despite claims, Trump Org charged Secret Service ‘exorbitant rates’"
2022-10-01,Key Senate Republicans face pushback on their Jan. 6 records
2022-10-01,Trump’s mockery haunts one of his favorite GOP Senate candidates
2022-10-01,A new study says women leaders are leaving their companies at the highest rate ever
2022-10-01,"Monday’s Mini-Report, 10.17.22"
2022-10-01,Mehmet Oz offers absurdly evil reason to love high food costs
2022-10-01,DeSantis attacks on 'Third World' Democrat-led cities fall flat
2022-10-01,Right-wing group behind ‘2000 Mules’ could face federal scrutiny
2022-10-01,Women's sports are facing real problems. Trans kids aren't it.
2022-10-01,"Scalise acknowledges GOP plan to change Social Security, Medicare"
2022-10-01,"Midterm Elections Round-Up, 10.17.22"
2022-10-01,Why some Republicans have made odd claims about school litter boxes
2022-10-01,"As elections near, racist appeals receive little GOP pushback"
2022-10-01,"Why Trump is facing new allegations of antisemitism (yes, again)"
2022-10-01,Herschel Walker uses a fake badge to dig himself a deep hole
2022-10-01,Kari Lake’s line on election results reflects GOP’s new normal
2022-10-01,What's on Tim Ryan's mind?
2022-10-01,Transcript: The Day
2022-10-01,Episode 3: The Day
2022-10-01,Trump lawyer Christina Bobb got her wish. Now she's dealing with the fallout.
2022-10-01,'Bachelor' Clayton Echard's People interview says the quiet part out loud
2022-10-01,Intelligence failures before Jan. 6 warrant even more investigation
2022-10-01,The Jan. 6 committee definitively shows Trump's malicious intent
2022-10-01,"Herschel Walker, Raphael Warnock debate: Highlights from the Georgia race face-off"
2022-10-01,The NFL is a ticking time bomb. Congress could set it off.
2022-10-01,The difference between GOP and Dems couldn't be clearer after the Tuberville scandal
2022-10-01,"Friday’s Mini-Report, 10.14.22"
2022-10-01,GOP uses Black men like Walker to launder right-wing bigotry
2022-10-01,Why the new footage of Nancy Pelosi’s efforts on Jan. 6 matters
2022-10-01,Stefanik claims credit for relief funds from law she opposed
2022-10-01,What defenders of Herschel Walker and Ye get wrong about mental illness
2022-10-01,"Following subpoena vote, Trump (sort of) responds to Jan. 6 panel"
2022-10-01,Latest Jan. 6 hearing takes ironic focus: Trump's knowledge
2022-10-01,Creating A New South
2022-10-01,"Midterm Elections Round-Up, 10.14.22"
2022-10-01,Ted Cruz can’t seem to shake his online misinformation problem
2022-10-01,The unintentional humor surrounding the ‘Trump Organization II’
2022-10-01,Insider warned: Some in FBI were ‘sympathetic’ to Jan. 6 rioters
2022-10-01,"Jan. 6 panel presents proof: Despite the lies, Trump knew he lost"
2022-10-01,Why Ron Johnson drew laughter from a Wisconsin debate audience
2022-10-01,What the Jan. 6 committee's stunning footage of Nancy Pelosi revealed
2022-10-01,Alex Jones' visibility is a story of media failure
2022-10-01,The Jan. 6 committee had one last surprise in store for America
2022-10-01,First Latina astronaut wants children of color to embrace their inner scientist
2022-10-01,"Thursday’s Mini-Report, 10.13.22"
2022-10-01,"January 6 hearings: Highlights and analysis of Day 9, Trump subpoena vote"
2022-10-01,"In fight over Mar-a-Lago docs, Supreme Court rejects Trump appeal"
2022-10-01,"In a surprise move, Jan. 6 panel subpoenas Trump for testimony"
2022-10-01,Biden vows to 'rethink' America's Saudi strategy. But will things really change?
2022-10-01,What media can learn from Jon Stewart's surprising interview with Arkansas AG Rutledge
2022-10-01,The problem(s) with the Republicans’ election focus on crime
2022-10-01,"Midterm Elections Round-Up, 10.13.22"
2022-10-01,Why Lindsey Graham’s defense of Herschel Walker is so odd
2022-10-01,"The case that will force Trump into a new, risky deposition"
2022-10-01,The Jan. 6 committee has a fan service problem
2022-10-01,Creating A New South
2022-10-01,Another Dem picks up significant GOP support in key statewide race
2022-10-01,Alex Jones ruling is a blaring siren for extremist grifters
2022-10-01,16 rounds of chemo didn't stop this single mom from running a marathon
2022-10-01,"DeSantis’ Martha’s Vineyard stunt faces probe (yes, another one)"
2022-10-01,Why the stunning new evidence in the Mar-a-Lago scandal matters
2022-10-01,Tulsi Gabbard's foreign policy may have always been a better fit for the right
2022-10-01,An exclusive WITHpod conversation with Rachel Maddow: podcast and transcript
2022-10-01,"Wednesday’s Mini-Report, 10.12.22"
2022-10-01,This new Biden proposal would throttle the 'gig economy'
2022-10-01,Alex Jones' lack of humanity is monstrous. His trial is finally proving it.
2022-10-01,"Despite ‘death wish’ rhetoric, McConnell won’t respond to Trump"
2022-10-01,"Jan. 6 hearing could open eyes about Secret Service, Team Trump"
2022-10-01,"Midterm Elections Round-Up, 10.12.22"
2022-10-01,Trump uses donations to Save America PAC to pay legal bills
2022-10-01,"GOP plan to cut Social Security, Medicare in 2023 comes into view"
2022-10-01,Here's what to watch for in Day 9 of the Jan. 6 public hearings
2022-10-01,National Archives confirms: Trump's lying about records (again)
2022-10-01,We need to talk about truly illegitimate elections
2022-10-01,Herschel Walker’s military claims add to the candidate’s troubles
2022-10-01,Brett Favre’s latest denial isn’t really a denial at all
2022-10-01,Marjorie Taylor Greene eyes post-midterm reward from GOP leaders
2022-10-01,Democrats are severely underestimating Tim Ryan
2022-10-01,What these L.A. councilmembers' racist comments reveal about Black-Latino relations
2022-10-01,Oath Keepers leader faces biggest sedition trial in generations
2022-10-01,"Tuesday’s Mini-Report, 10.11.22"
2022-10-01,Mark Meadows can't be happy about Georgia Trump probe's reported new witness
2022-10-01,Ohio's Tim Ryan drags J.D. Vance over Trump taking his dignity
2022-10-01,What you need to know about Haiti's deadly cholera outbreak
2022-10-01,Why Trump’s public support for a far-right party in Spain matters
2022-10-01,"Midterm Elections Round-Up, 10.11.22"
2022-10-01,"GOP’s Kinzinger creates leadership PAC, backs Dem candidates"
2022-10-01,What Florida’s surgeon general considers a ‘human rights’ violation
2022-10-01,Rick Scott takes his Dem criticisms in an over-the-top direction
2022-10-01,"If Dems win next month, many GOP voters will again distrust results"
2022-10-01,A male executive told me I was 'mean' after an interview. Here's how I responded.
2022-10-01,Why Trump suddenly cares about H.W. Bush and a Chinese restaurant
2022-10-01,You'll never believe this Oath Keeper's port-a-potty defense
2022-10-01,Trump's Supreme Court gambit isn't frivolous. Why it will likely fail anyway.
2022-10-01,"GOP governors' border stunts are encouraging crossings, CBP says"
2022-10-01,"Monday’s Mini-Report, 10.10.22"
2022-10-01,Why a Trump lawyer spoke to investigators in the Mar-a-Lago case
2022-10-01,Conservatives suddenly not so into Ye after antisemitic remarks
2022-10-01,Kari Lake photo perfectly illustrates cultlike Trumpian loyalty
2022-10-01,"On infrastructure hypocrisy, Biden has some fun at GOP’s expense"
2022-10-01,"Midterm Elections Round-Up, 10.10.22"
2022-10-01,"Job growth is so strong, GOP leaders remain literally speechless"
2022-10-01,Republicans start making plans for more government shutdowns
2022-10-01,How Herschel Walker’s latest mess managed to get even worse
2022-10-01,"On prescription drug costs, Rubio makes a risky election year bet"
2022-10-01,Tuberville’s talking points on crime move in a racist direction
2022-10-01,Transcript: The Brooklyn Boys
2022-10-01,Episode 2: The Brooklyn Boys
2022-10-01,Transcript: Trip 19
2022-10-01,Episode 1: Trip 19
2022-10-01,Why the FBI needs to search Trump's Bedminister golf course
2022-10-01,Will the U.S. progress or regress?  The rollback of reproductive rights is an ominous sign.
2022-10-01,A damning report on sexual abuse in women's soccer is much bigger than the game
2022-10-01,The truth about Hunter Biden's latest legal debacle is anything but simple
2022-10-01,Americans are foolishly ignoring the threat of a debt crisis
2022-10-01,"For a Herschel Walker win, Georgia's evangelicals are willing to sell their souls"
2022-10-01,Biden's marijuana pardons still don't undo racist drug-arrest disparities
2022-10-01,Texas lawyer calls Abbott's border plan a 'waste of time and money'
2022-10-01,"Friday’s Mini-Report, 10.7.22"
2022-10-01,OPEC+ is teaching the U.S. a lesson it refuses to learn
2022-10-01,"A week later, GOP lets Trump’s racist ‘death wish’ message slide"
2022-10-01,Why Fetterman's Senate campaign is a teaching moment greater than this election
2022-10-01,"When smearing Harris, the GOP finds the truth isn’t good enough"
2022-10-01,Arizona candidate wants to ban mail-in voting. He uses it a lot.
2022-10-01,"Midterm Elections Round-Up, 10.7.22"
2022-10-01,DOJ reportedly tells Team Trump there are still more missing docs
2022-10-01,"As the midterm elections near, GOP leans on three important lies"
2022-10-01,We Save Ourselves
2022-10-01,Herschel Walker is struggling to keep his story straight
2022-10-01,"Job growth beats expectations (again), jobless rate falls to 3.5%"
2022-10-01,Herschel Walker is exposing conservatives' religious facade
2022-10-01,Why the GOP response to Biden’s marijuana pardons was so amazing
2022-10-01,How a viral hoax about furries became fodder for the GOP's moral panic
2022-10-01,"Makeup legend Bobbi Brown, 65, on why this decade of her life is by far the best"
2022-10-01,Saudi Arabia's 'hostile act' proves Biden critics right — and his advisers very wrong
2022-10-01,No one should weep for Ye
2022-10-01,Herschel Walker was caught in another lie — why the GOP reaction this time is eyeopening
2022-10-01,Tua Tagovailoa's Thursday Night Football injury belongs to the Dolphins and the NFL
2022-10-01,Trump coup attempt loses title of 'funniest Supreme Court filing'
2022-10-01,We Save Ourselves
2022-10-01,"Housekeeping Note, 10.6.22"
2022-10-01,"Mika: 'When women support women, the doors get blown off history'"
2022-10-01,"Kris Jenner to young women: Success doesn't have to come immediately, or all at once"
2022-10-01,Hoda Kotb: Having kids in your 50s is 'pretty spectacular'
2022-10-01,Know Your Value and Forbes unveil 2022 '50 Over 50' list
2022-10-01,"After Hurricane Ian, GOP says Kamala Harris doesn't care about white people"
2022-10-01,Discussing the death and life of Seth Rich with Andy Kroll: podcast and transcript
2022-10-01,Tackling Our Climate Crisis
2022-10-01,"Wednesday’s Mini-Report, 10.5.22"
2022-10-01,Republicans cry ‘racism!’ in suit over Biden’s student loan plan
2022-10-01,Report: Media failures feed anti-Latino hate in the U.S.
2022-10-01,Trump is constantly taking his worst lawyers' worst advice
2022-10-01,DeSantis pushes ‘national regime media’ theory following storm
2022-10-01,"Why Trump told the National Archives, ‘I want my documents back!’"
2022-10-01,"Midterm Elections Round-Up, 10.5.22"
2022-10-01,Texas’ Ken Paxton receives more news he didn’t want to hear
2022-10-01,The misguided rationale behind Trump’s lawsuit against CNN
2022-10-01,Musk agrees to buy Twitter as troubles mount for the company
2022-10-01,Arizona’s Ward latest Republican to take the Fifth in Jan. 6 probe
2022-10-01,"On the Jan. 6 attack, Ron Johnson is surprisingly soft on crime"
2022-10-01,"For Republicans, Herschel Walker’s candidacy is too big to fail"
2022-10-01,Ketanji Brown Jackson takes the Supreme Court's conservative majority to school
2022-10-01,"Transcript: The 11th Hour with Stephanie Ruhle, 10/4/22"
2022-10-01,"Transcript: The Last Word with Lawrence O'Donnell, 10/4/22"
2022-10-01,"Transcript: All In with Chris Hayes, 10/4/22"
2022-10-01,What Russia's Ukraine annexation says about American hypocrisy
2022-10-01,Herschel Walker is a walking abortion ad
2022-10-01,"Transcript: The ReidOut, 10/4/22"
2022-10-01,Trump continues to skate as more Mar-a-Lago details emerge
2022-10-01,Trump wants CNN punished for comparing him to Hitler. Good luck with that.
2022-10-01,"Transcript: The Beat with Ari Melber, 10/4/22"
2022-10-01,"Tuesday’s Mini-Report, 10.4.22"
2022-10-01,What's happening in Brazil is straight from Trump's election scheming playbook
2022-10-01,Will GOP-appointed justices weaken the Voting Rights Act (again)?
2022-10-01,"In Mar-a-Lago case, Trump reportedly told lawyer to mislead Archives"
2022-10-01,Why you can't understand Iran in 2022 without understanding 1978
2022-10-01,"On the ACA, Republicans acknowledge reality, wave the white flag"
2022-10-01,"Midterm Elections Round-Up, 10.4.22"
2022-10-01,"With vigorous support for autocrat, Trump bolsters Biden’s point"
2022-10-01,"Iyanla Vanzant never imagined her career after 50. And at 69, she's just getting started."
2022-10-01,Democratic gubernatorial candidates pick up key GOP backing
2022-10-01,A new study puts a massive price tag on America's toxic beauty standards
2022-10-01,Why Fetterman is calling Oz ‘a malicious scam artist’ in their race
2022-10-01,Herschel Walker faces ‘turmoil’ following abortion allegations
2022-10-01,The Supreme Court's hard-right majority has a new target
2022-10-01,"Transcript: The 11th Hour with Stephanie Ruhle, 10/3/22"
2022-10-01,"Transcript: The Last Word with Lawrence O'Donnell, 10/3/22"
2022-10-01,"Transcript: The Rachel Maddow Show, 10/3/22"
2022-10-01,"Transcript: All In with Chris Hayes, 10/3/22"
2022-10-01,Why the SEC is right to make an example of Kim Kardashian
2022-10-01,"Transcript: The ReidOut, 10/3/22"
2022-10-01,House probes antisemitism as right-wing 'replacement theory' grows
2022-10-01,"Transcript: The Beat with Ari Melber, 10/3/22"
2022-10-01,How Netflix's new Jeffrey Dahmer series fails his real victims (again)
2022-10-01,"Monday’s Mini-Report, 10.3.22"
2022-10-01,California passes law to protect abortion-seekers from surveillance
2022-10-01,Deleted tweet proves the GOP’s Putin propaganda knows no bounds
2022-10-01,Ron DeSantis’ Martha’s Vineyard stunt comes into sharper focus
2022-10-01,"Jackson, Thomas, and the end of the Supreme Court's 'Black seat'"
2022-10-01,"Midterm Elections Round-Up, 10.3.22"
2022-10-01,Where the U.S. midterm elections and Putin’s interest intersect
2022-10-01,Florida Republicans face thorny questions on federal disaster aid
2022-10-01,Wisconsin’s Johnson hedges on accepting possible election defeat
2022-10-01,National Archives: Some docs still missing from Trump White House
2022-10-01,GOP faces test as Trump’s contempt for McConnell turns dangerous
2022-10-01,"If Dems can't even use their majority for this no-brainer, what's the point of having it?"
2022-10-01,"Ted Cruz thinks a bill to protect elections is 'bad for democracy,' somehow"
2022-10-01,Giorgia Meloni's feminism is a wolf in sheep's clothing
2022-10-01,The FBI did the right thing suspending an agent. These Trump-loving congressmen did not.
2022-10-01,"Transcripts: The 11th Hour with Stephanie Ruhle, 9/30/22"
2022-10-01,"Transcript: The Last Word with Lawrence O'Donnell, 9/30/22"
2022-10-01,"Transcript: Alex Wagner Tonight, 9/30/22"
2022-10-01,"Transcript: All In with Chris Hayes, 9/30/22"
2022-11-01,Here’s another reminder that a racist British monarchy can’t be modernized
2022-11-01,"Wednesday’s Mini-Report, 11.30.22"
2022-11-01,Oath Keepers’ Stewart Rhodes is about to go through some things
2022-11-01,Biden picked the wrong side in the railroad union fight
2022-11-01,Dems take a keen interest in another alleged Supreme Court breach
2022-11-01,Inside Georgia Dems' final push to keep Warnock in the Senate
2022-11-01,"Midterm Elections Round-Up, 11.30.22"
2022-11-01,"For House Democrats, a generational changing of the guard"
2022-11-01,"Stefanik echoes Trump on Justice Department, special counsel"
2022-11-01,Why the RNC’s post-election ‘review’ is tough to take seriously
2022-11-01,Arizona Republicans are running a shameless post-election con job
2022-11-01,McCarthy offers flawed response to the Fuentes/West controversy
2022-11-01,"Respect for Marriage Act clears key hurdle, poised to become law"
2022-11-01,Team Trump’s Stephen Miller reportedly testifies to Jan. 6 grand jury
2022-11-01,Why Elon Musk is going to war with Apple
2022-11-01,LGBTQ people deserve more than this weak Respect for Marriage bill
2022-11-01,"Tuesday’s Mini-Report, 11.29.22"
2022-11-01,Why the U.S. is so tepid in response to China's Covid protests
2022-11-01,Stewart Rhodes found guilty in seditious conspiracy trial
2022-11-01,Elon Musk’s hell as Twitter owner is just getting started
2022-11-01,"A week later, Trump still hasn’t denounced his antisemitic guests"
2022-11-01,Abby Wambach taught my daughter a life lesson that all girls need to hear
2022-11-01,"Midterm Elections Round-Up, 11.29.22"
2022-11-01,McCarthy warns that Dems could end up picking the next speaker
2022-11-01,"Kellyanne Conway meets with Jan. 6 panel, with Ornato up next"
2022-11-01,MyPillow CEO Mike Lindell launches odd campaign for RNC chair
2022-11-01,World Cup puts Iran regime in focus. But beware of hypocrisy.
2022-11-01,GOP’s Graham tries a little too hard to find a ‘double standard’
2022-11-01,This CEO is helping women start families when — and how — they want
2022-11-01,"After Trump’s dinner with antisemites, Pence almost gets it right"
2022-11-01,"Monday’s Mini-Report, 11.28.22"
2022-11-01,The backlash to Trump’s gross Mar-a-Lago dinner deploys a familiarly dangerous strategy
2022-11-01,Why the photo of Jerry Jones at Little Rock can't be ignored
2022-11-01,Trump’s offensive against Jack Smith takes an incoherent turn
2022-11-01,"Midterm Elections Round-Up, 11.28.22"
2022-11-01,"Still looking for GOP backing, McCarthy pitches another stunt"
2022-11-01,Mike Pompeo’s passive-aggressive road to the national spotlight
2022-11-01,Why far-right Republicans came up short in Arizona’s elections
2022-11-01,Republican voter fraud units prove to be a predictable bust
2022-11-01,Trump scrambles to defend Mar-a-Lago dinner with notorious bigots
2022-11-01,Georgia's voter laws remain rife with issues
2022-11-01,"What to know about RSV, the respiratory virus impacting infants and toddlers"
2022-11-01,Big-time football schools like Michigan State are cashing in on the sports betting frenzy
2022-11-01,How Trump won the war over his tax returns
2022-11-01,The anti-abortion movement overturned Roe — and only reduced abortions by 6%
2022-11-01,Would Trump returning to Twitter help or hurt him?
2022-11-01,U.S. Airlines push to recruit Black pilots during major shortage
2022-11-01,U.S. Airlines push to recruit Black pilots during major shortage
2022-11-01,Thanksgiving 2022
2022-11-01,A brief history of America’s weirdest Thanksgiving tradition
2022-11-01,Mary Peltola's win in Alaska may reignite conservative election anger
2022-11-01,Fighting on the frontlines in Ukraine with Macer Gifford: podcast and transcript
2022-11-01,"Wednesday’s Mini-Report, 11.23.22"
2022-11-01,The Hobby Lobby leak looks bad for Justice Alito. But that’s not the worst part.
2022-11-01,"How to embrace an 'attitude of gratitude,' straight from the 'Queen of Manifesting'"
2022-11-01,DOJ reportedly seeks answers from Pence in Jan. 6 investigation
2022-11-01,"How gerrymandering really affected the midterms, explained"
2022-11-01,"""Wakanda Forever is a beautiful, perfect film"""
2022-11-01,"GOP makes unnecessary promise about prayer, Pledge of Allegiance"
2022-11-01,"Midterm Elections Round-Up, 11.23.22"
2022-11-01,How to avoid all-out political war at your Thanksgiving table
2022-11-01,"Even now, Herschel Walker can’t quite shake residency questions"
2022-11-01,Why young voters won’t fall for the GOP’s student loan shell game
2022-11-01,Why impeaching DHS’ Mayorkas is back on the table for the GOP
2022-11-01,Why Donald Trump had such a terrible day in the courts
2022-11-01,Kevin McCarthy confronts growing opposition from Republican ranks
2022-11-01,"Election deniers lost a lot of races, but still won too many"
2022-11-01,Here's what's behind your holiday blues – and how to cope with loneliness this winter.
2022-11-01,FIFA’s anti-LGBTQ World Cup cowardice is also a reminder for America
2022-11-01,"Tuesday’s Mini-Report, 11.22.22"
2022-11-01,The Club Q shooting was a predictable next phase of anti-LGBTQ rhetoric
2022-11-01,Supreme Court clears way for Dems to finally get Trump’s tax docs
2022-11-01,Why McCarthy’s plan to retaliate against Dems is tough to defend
2022-11-01,"Midterm Elections Round-Up, 11.22.22"
2022-11-01,Pence makes a weak pitch in defense of Trump’s many scandals
2022-11-01,Some members of the GOP’s Impeachment 10 survived the backlash
2022-11-01,Mike Pompeo thinks he’s found the world’s ‘most dangerous person’
2022-11-01,Rich nations agree in principle to create climate reparations fund
2022-11-01,Prosecutors drop case against man caught up in DeSantis stunt
2022-11-01,5 podcasts about gratitude that will uplift you this holiday season
2022-11-01,Stop feeling bad about taking time off — your male counterparts don't!
2022-11-01,Trump’s hush-money scandal isn’t behind him after all
2022-11-01,Elon Musk sees Twitter as a political weapon
2022-11-01,"Monday’s Mini-Report, 11.21.22"
2022-11-01,Biden just made one of the most cowardly decisions of his career
2022-11-01,Democratic watchdog is off the chain with new attacks on MAGA GOPers
2022-11-01,NAACP head calls for advertisers to break with Twitter after Trump decision
2022-11-01,The biggest flaw in the GOP’s reaction to the special counsel news
2022-11-01,"Midterm Elections Round-Up, 11.21.22"
2022-11-01,Why one GOP member is still optimistic about Biden’s impeachment
2022-11-01,Arizona Republicans aren’t accepting election defeats gracefully
2022-11-01,"As Pelosi passes the torch, McCarthy struggles with GOP support"
2022-11-01,"Even now, Mike Pence can’t stop making excuses for his former boss"
2022-11-01,Trump responds incoherently to appointment of a special counsel
2022-11-01,Transcript: Ultra Vires
2022-11-01,Episode 8: Ultra Vires
2022-11-01,The GOP establishment could've prevented a third Trump run
2022-11-01,A new Trump special counsel has the chance to correct Mueller's mistakes
2022-11-01,Qatar hosting the World Cup highlights Western double standards
2022-11-01,Hakeem Jeffries needs to learn on the fly
2022-11-01,How media should not cover Donald Trump
2022-11-01,What does fair and equal media look like with a disabled politician?
2022-11-01,The college rankings racket is falling apart. That's good for students.
2022-11-01,Georgia officials sued over Saturday poll closure in Senate runoff
2022-11-01,"Friday’s Mini-Report, 11.18.22"
2022-11-01,Why Twitter users should stop crying over its potential downfall
2022-11-01,Garland names special counsel to weigh possible Trump charges
2022-11-01,Any Republican nominee will have to pander to extremism
2022-11-01,Learn more about the production team behind 'Split Screen'
2022-11-01,Declassified doc reportedly proves Trump tweeted classified image
2022-11-01,Most men would rather do chores than see a doctor. Here's how to persuade them.
2022-11-01,"Midterm Elections Round-Up, 11.18.22"
2022-11-01,Why Republican opposition to the Respect for Marriage Act matters
2022-11-01,GOP operative illegally funneled Russian money to Team Trump
2022-11-01,Ron DeSantis’ anti-woke law suffers another legal smackdown
2022-11-01,"One day after securing a majority, House GOP flunks the key test"
2022-11-01,How Nancy Pelosi's political instincts failed her on impeachment
2022-11-01,How Dems plan to fight the GOP’s conspiratorial Biden probes
2022-11-01,"Thursday’s Mini-Report, 11.17.22"
2022-11-01,"The stunning collapse of FTX, explained"
2022-11-01,How 'She Said' spotlights the everyday bravery of working moms
2022-11-01,Herschel Walker’s vampire speech is Trumpian drivel
2022-11-01,Nancy Pelosi's extraordinary and pioneering legacy
2022-11-01,Arizona’s anti-immigrant fervor is finally being doused
2022-11-01,Senate report reveals medical mistreatment of ICE detainees
2022-11-01,"Following a legendary run, Nancy Pelosi agrees to pass the torch"
2022-11-01,How Mitch McConnell keeps surviving
2022-11-01,"Midterm Elections Round-Up, 11.17.22"
2022-11-01,Trump’s former Pentagon chief says he’s ‘unfit for office’
2022-11-01,"To get the speaker’s gavel, how far will Kevin McCarthy go?"
2022-11-01,"""Wakanda Forever is a beautiful, perfect film"""
2022-11-01,What Senate Democrats can do alongside a House GOP majority
2022-11-01,"Mike Pence reverses course, spurns Jan. 6 committee questions"
2022-11-01,"As Republicans take the House, gridlock won’t be the only problem"
2022-11-01,How the Supreme Court may have helped Republicans take the House
2022-11-01,"Republicans win House control by narrow margin, dealing blow to Biden agenda"
2022-11-01,"Title 42, the xenophobic Trump-era migrant policy, is dead (again)"
2022-11-01,"Wednesday’s Mini-Report, 11.16.22"
2022-11-01,Bipartisan Senate majority advances Respect for Marriage Act
2022-11-01,Demystifying Twitter's Elon Musk era with Kara Swisher: podcast and transcript
2022-11-01,Elon Musk may not be afraid of the FTC — but he should be
2022-11-01,"Mitch McConnell beats back challenge, but Senate GOP troubles remain"
2022-11-01,"DeSantis won, but DeSantis-ism lost"
2022-11-01,Why Trump’s economic lies stood out in his 2024 kickoff speech
2022-11-01,"Midterm Elections Round-Up, 11.16.22"
2022-11-01,Even Herschel Walker’s team doesn’t like the GOP fundraising tactics
2022-11-01,Republicans don’t remember Galileo nearly as well as they should
2022-11-01,Republican senators eye financial audit of Rick Scott’s NRSC
2022-11-01,Scandal-plagued suspected criminal launches presidential campaign
2022-11-01,The most revealing part of Trump’s 2024 announcement
2022-11-01,Trump's secret 2024 weapon? He's ready to burn it all down
2022-11-01,Why an explosion in Poland isn't about to trigger World War III
2022-11-01,Why DeSantis’ run for president can’t wait until 2028
2022-11-01,"Tuesday’s Mini-Report, 11.15.22"
2022-11-01,"GOP’s Rick Scott, shaking off failure, to take on Mitch McConnell"
2022-11-01,Has Herschel Walker finally discovered he’s being used by the GOP?
2022-11-01,The crypto crash is turning capitalists into big government 'socialists'
2022-11-01,Biden is right to pivot toward diplomacy in the Russia-Ukraine war
2022-11-01,Why Trump’s latest defiance of a Jan. 6 committee subpoena matters
2022-11-01,"Midterm Elections Round-Up, 11.15.22"
2022-11-01,Officials reportedly think they know why Trump took classified docs
2022-11-01,Herschel Walker touts ‘gas-guzzling cars’ and ‘good emissions’
2022-11-01,The emoluments problem at Trump’s hotel starts to look even worse
2022-11-01,Republicans’ post-election disarray goes from bad to worse
2022-11-01,How (and why) Katie Hobbs beat Kari Lake in key Arizona race
2022-11-01,Younger voters just shaped the midterm elections. Why this will be the new normal.
2022-11-01,Democrats need to pick up the pace on appointing judges
2022-11-01,Establishment Dems' biggest midterms failure? Ignoring AZ-01
2022-11-01,Katie Hobbs wins Arizona election — and keeps a formidable MAGA politician at bay
2022-11-01,"Dave Chappelle’s SNL monologue was clever, but insidious"
2022-11-01,"Monday’s Mini-Report, 11.14.22"
2022-11-01,"Unsurprisingly, the GOP’s youth whisperers failed in the midterms"
2022-11-01,Judge blocking Biden’s student loans relief made a glaring error
2022-11-01,"As Twitter flails, the app wars heat up"
2022-11-01,The problem(s) with Rick Scott’s explanation for midterm setbacks
2022-11-01,"Midterm Elections Round-Up, 11.14.22"
2022-11-01,These Polls Ain't Loyal: What the 2022 Midterms Mean for Black America
2022-11-01,"After a lifetime of being looked at, Paulina Porizkova is ready to be heard"
2022-11-01,The right’s campaign against Impeachment 10 member haunts GOP
2022-11-01,Why Georgia’s U.S. Senate race still matters (a lot)
2022-11-01,John Kelly: Trump wanted IRS to target perceived political foes
2022-11-01,The GOP’s most radical secretary of state candidates fell short
2022-11-01,"Republicans appear lost, leaderless as Democrats hold the Senate"
2022-11-01,Democrats have won the Senate. They must raise the ceiling — immediately
2022-11-01,"Transcript: Rinse, Repeat"
2022-11-01,"Episode 7: Rinse, Repeat"
2022-11-01,May Dan Snyder’s horrible tenure as an NFL owner end soon
2022-11-01,Kevin McCarthy can't win
2022-11-01,Catherine Cortez Masto's doggedness pays off for Nevada Democrats
2022-11-01,"Democrats keep control of the Senate, a major victory for Biden's agenda"
2022-11-01,Doug Mastriano's Christian nationalist fantasy clobbered by American reality
2022-11-01,Russia faces one of its most humiliating setbacks yet in Ukraine
2022-11-01,Adrian Fontes' Arizona win keeps a self-described Oath Keeper at bay
2022-11-01,Democrat Mark Kelly defeats Trump-backed Blake Masters in Arizona
2022-11-01,D.C. lawsuit says NFL and Commanders colluded to mislead consumers
2022-11-01,"Friday’s Mini-Report, 11.11.22"
2022-11-01,The 2022 midterms abortion results should surprise literally no one
2022-11-01,Court runs up the bill on Alex Jones with $473 million judgment
2022-11-01,"In the midterms’ wake, Capitol Hill Republicans are in disarray"
2022-11-01,Judge sanctions Trump lawyers over frivolous anti-Clinton case
2022-11-01,"Midterm Elections Round-Up, 11.11.22"
2022-11-01,"Despite failures, GOP’s Emmer tells party to be ‘extremely happy’"
2022-11-01,Candidates from Team Trump find mixed results in elections
2022-11-01,Conservative lawyers celebrate Alito at Federalist Society event
2022-11-01,"Kyrie Irving needs help, not hero worshippers"
2022-11-01,Why Rick Scott reportedly reversed course on challenging McConnell
2022-11-01,"Taking aim at DeSantis, Trump goes further than he should have"
2022-11-01,DeSantis follows in Trump's authoritarian footsteps
2022-11-01,Republicans' gaffes are saving Democrats from themselves
2022-11-01,"Thursday’s Mini-Report, 11.10.22"
2022-11-01,‘Wakanda Forever’ characters aren’t alone in mourning King T’Challa
2022-11-01,Trump-backed candidate shares hilariously awful concession statement
2022-11-01,Ron DeSantis for president? Not so fast.
2022-11-01,"Facing GOP blame for midterms, Trump pushes ‘stable genius’ line"
2022-11-01,Discussing Iran's growing protests with Sussan Tahmasebi: podcast and transcript
2022-11-01,"Midterm Elections Round-Up, 11.10.22"
2022-11-01,The midterms just proved that abortion rights are a winning issue with voters.
2022-11-01,The problem(s) with Mike Pence taking aim at the Lincoln Project
2022-11-01,Arizona Republicans fume over MAGA movement election lies
2022-11-01,Wes Moore made Black gubernatorial history. But a glass ceiling remains.
2022-11-01,"After earning a third term, Ron Johnson can’t even win gracefully"
